Product Name,Unit Size,Unit Size,Unit Size,Unit Size,SKU,NPK,Cateogry,Type,Uses,Plant Type,Specific Plants,Dilution Rate,Rate Min mL / 100L,Rate Max mL / 100L,Rate Min g / plant,Rate Max  g / plant,Rate Min Rate g / L,Rate Max g / L,Rate Min g / m²,Rate Max g / m²,Rate g / 100 m²,Rate  Min kg / m³,Rate  Max kg / m³,Rate  Min kg / 100 m²,Rate  Max kg / 100 m²,Rate Min mL / 100 m²,Rate Max mL / 100 m²,Rate min kg  / Ha,Rate max kg / Ha,Rate min L / Ha,Rate max L / Ha, Watering Can Standard Min mL / 8L ,Watering Can Standard Max mL / 8L ,Watering Can Standard min mL / 9L ,Watering Can Standard max mL / 9L ,Watering Can Standard Min mL / 10L ,Watering Can Standard Max mL / 10L ,Watering Can Standard g / 10L ,Frequency,Buy now,Notes,Dilution Guide
"Roots, Shoots & Leaves Granular Fertiliser",1kg,4.5kg,20kg,,1156,16-2-10,Fertiliser,Granular,"Lawns and turf, Garden beds, Bedding and flowering plants, Vegetables and edible gardens, Trees and shrubs, Container and pot plants, Potting mix base fertiliser",Shrubs,Large Shrub,,,,60g,,,,,,,,,,,,,,,,,,,,,,,,"Apply every 2–3 months or as required (more in summer, less in winter)",https://www.plantdoctor.com.au/roots-shoots-leaves-granular-fertiliser-16-2-10-np,Different rates for small/medium/large shrubs and trees; adjust to canopy size.,Spread evenly; water in lightly after application.
"Roots, Shoots & Leaves Granular Fertiliser",1kg,4.5kg,20kg,,1156,16-2-10,Fertiliser,Granular,"Lawns and turf, Garden beds, Bedding and flowering plants, Vegetables and edible gardens, Trees and shrubs, Container and pot plants, Potting mix base fertiliser",Bedding Plants,Roses,,,,,,,,70g,,,,,,,,,,,,,,,,,,,,"Apply every 2–3 months or as required (more in summer, less in winter)",https://www.plantdoctor.com.au/roots-shoots-leaves-granular-fertiliser-16-2-10-np,Higher rates recommended for dense flowers/foliage.,Spread evenly; water in lightly after application.
"Roots, Shoots & Leaves Granular Fertiliser",1kg,4.5kg,20kg,,1156,16-2-10,Fertiliser,Granular,"Lawns and turf, Garden beds, Bedding and flowering plants, Vegetables and edible gardens, Trees and shrubs, Container and pot plants, Potting mix base fertiliser",Bedding Plants,Strawberries,,,,,,,,20g,,,,,,,,,,,,,,,,,,,,"Apply every 2–3 months or as required (more in summer, less in winter)",https://www.plantdoctor.com.au/roots-shoots-leaves-granular-fertiliser-16-2-10-np,Higher rates recommended for dense flowers/foliage.,Spread evenly; water in lightly after application.
"Roots, Shoots & Leaves Granular Fertiliser",1kg,4.5kg,20kg,,1156,16-2-10,Fertiliser,Granular,"Lawns and turf, Garden beds, Bedding and flowering plants, Vegetables and edible gardens, Trees and shrubs, Container and pot plants, Potting mix base fertiliser",Bedding Plants,Vegetables,,,,,,,,40g,,,,,,,,,,,,,,,,,,,,"Apply every 2–3 months or as required (more in summer, less in winter)",https://www.plantdoctor.com.au/roots-shoots-leaves-granular-fertiliser-16-2-10-np,Balanced nutrition supports leafy and fruiting stages.,Spread evenly; water in lightly after application.
"Roots, Shoots & Leaves Granular Fertiliser",1kg,4.5kg,20kg,,1156,16-2-10,Fertiliser,Granular,"Lawns and turf, Garden beds, Bedding and flowering plants, Vegetables and edible gardens, Trees and shrubs, Container and pot plants, Potting mix base fertiliser",Bedding Plants,Carnations,,,,,,,,4g,,,,,,,,,,,,,,,,,,,,"Apply every 2–3 months or as required (more in summer, less in winter)",https://www.plantdoctor.com.au/roots-shoots-leaves-granular-fertiliser-16-2-10-np,Higher rates recommended for dense flowers/foliage.,Spread evenly; water in lightly after application.
Fulvic Acid Liquid - Powerful Bio Stimulant,1L,4L,10L,,414,,Soil Amendmenet,Liquid,"All plant types, including lawns, gardens, vegetables, fruits, trees, hydroponics, broadacre crops and ornamentals",Hydroponics,General,180:100,145mL,200mL,,,,,,,,,,,,,,,,,,,,,,,,,Weekly or fortnightly as required,https://www.plantdoctor.com.au/fulvic-acid-liquid-a-powerful-bio-stimulant,"Fulvic acid chelates soil nutrients and improves uptake, root growth and plant stress resistance. Compatible with most fertilisers, soil conditioners, foliar sprays and hydroponic systems; always jar test before mixing. Can be used at any time of the year on all soil types which grow plants; turf, lawns, golf greens, all home garden plants, sandy and clay soils, pot plants, vegetables, and fruit trees.","Hydroponics: 1800 mL/1000 L water. Foliar (turf): 1450 – 2000 mL/1000 L water, sprayed until run off. Broadacre: 3900 mL/1000 L per hectare. Home garden: 15 mL per watering can mixed with water. Apply weekly or fortnightly as required."
Fulvic Acid Liquid - Powerful Bio Stimulant,1L,4L,10L,,414,,Soil Amendmenet,Liquid,"All plant types, including lawns, gardens, vegetables, fruits, trees, hydroponics, broadacre crops and ornamentals",Grass,Foliar,145:100,,,,,,,,,,,,,,11.6mL,14.5mL,,,,,,,,,,,,Calculation is assuming typical water volume of 8-10L per 100 m².  Apply weekly or fortnightly as required.,https://www.plantdoctor.com.au/fulvic-acid-liquid-a-powerful-bio-stimulant,"Fulvic acid chelates soil nutrients and improves uptake, root growth and plant stress resistance. Compatible with most fertilisers, soil conditioners, foliar sprays and hydroponic systems; always jar test before mixing. Can be used at any time of the year on all soil types which grow plants; turf, lawns, golf greens, all home garden plants, sandy and clay soils, pot plants, vegetables, and fruit trees.","Hydroponics: 1800 mL/1000 L water. Foliar (turf): 1450 – 2000 mL/1000 L water, sprayed until run off. Broadacre: 3900 mL/1000 L per hectare. Home garden: 15 mL per watering can mixed with water. Apply weekly or fortnightly as required."
Fulvic Acid Liquid - Powerful Bio Stimulant,1L,4L,10L,,414,,Soil Amendmenet,Liquid,"All plant types, including lawns, gardens, vegetables, fruits, trees, hydroponics, broadacre crops and ornamentals",Vineyard,Foliar,2:1,,,,,,,,,,,,,,20mL,30mL,,,,,,,,,,,,Calculation is assuming typical water volume of 10-15L per 100 m². Apply weekly or fortnightly as required,https://www.plantdoctor.com.au/fulvic-acid-liquid-a-powerful-bio-stimulant,"Fulvic acid chelates soil nutrients and improves uptake, root growth and plant stress resistance. Compatible with most fertilisers, soil conditioners, foliar sprays and hydroponic systems; always jar test before mixing. Can be used at any time of the year on all soil types which grow plants; turf, lawns, golf greens, all home garden plants, sandy and clay soils, pot plants, vegetables, and fruit trees.","Hydroponics: 1800 mL/1000 L water. Foliar (turf): 1450 – 2000 mL/1000 L water, sprayed until run off. Broadacre: 3900 mL/1000 L per hectare. Home garden: 15 mL per watering can mixed with water. Apply weekly or fortnightly as required."
Fulvic Acid Liquid - Powerful Bio Stimulant,1L,4L,10L,,414,,Soil Amendmenet,Liquid,"All plant types, including lawns, gardens, vegetables, fruits, trees, hydroponics, broadacre crops and ornamentals",Broadacre Crops,General,39:10,,,,,,,,,,,,,,,,,,3.9L,,,,,,,,,Calculation is assuming 1000L of water per hectare via boomspray. Apply weekly or fortnightly as required,https://www.plantdoctor.com.au/fulvic-acid-liquid-a-powerful-bio-stimulant,"Fulvic acid chelates soil nutrients and improves uptake, root growth and plant stress resistance. Compatible with most fertilisers, soil conditioners, foliar sprays and hydroponic systems; always jar test before mixing. Can be used at any time of the year on all soil types which grow plants; turf, lawns, golf greens, all home garden plants, sandy and clay soils, pot plants, vegetables, and fruit trees.","Hydroponics: 1800 mL/1000 L water. Foliar (turf): 1450 – 2000 mL/1000 L water, sprayed until run off. Broadacre: 3900 mL/1000 L per hectare. Home garden: 15 mL per watering can mixed with water. Apply weekly or fortnightly as required."
Fulvic Acid Liquid - Powerful Bio Stimulant,1L,4L,10L,,414,,Soil Amendmenet,Liquid,"All plant types, including lawns, gardens, vegetables, fruits, trees, hydroponics, broadacre crops and ornamentals",Home Garden,General,,,,,,,,,,,,,,,,,,,,,,,15mL,,,,,Weekly or fortnightly as required,https://www.plantdoctor.com.au/fulvic-acid-liquid-a-powerful-bio-stimulant,"Fulvic acid chelates soil nutrients and improves uptake, root growth and plant stress resistance. Compatible with most fertilisers, soil conditioners, foliar sprays and hydroponic systems; always jar test before mixing. Can be used at any time of the year on all soil types which grow plants; turf, lawns, golf greens, all home garden plants, sandy and clay soils, pot plants, vegetables, and fruit trees.","Hydroponics: 1800 mL/1000 L water. Foliar (turf): 1450 – 2000 mL/1000 L water, sprayed until run off. Broadacre: 3900 mL/1000 L per hectare. Home garden: 15 mL per watering can mixed with water. Apply weekly or fortnightly as required."
Gypsum Granules 1–2 mm Mini Prill,20kg,,,,1075,,Soil Amendmenet,Granular,"Lawns, gardens, trees/shrubs, broadacre soil amelioration, landscape areas",,,,,,,,,,,,,,,10kg,,,,1000kg,,,,,,,,,,,One-off application or as required based on soil test and soil structure objectives; repeat annually or at soil review intervals.,https://www.plantdoctor.com.au/gypsum-granules-1-2mm-mini-prill,"Provides slow-release calcium sulphate to improve soil structure, reduce compaction, and enhance nutrient availability.
Ideal for clay soils, compacted sites, lawns, garden beds, landscapes, and larger soil amelioration projects.
 Best used in conjunction with soil analysis and balanced nutrition plan.","Not diluted — broadcast spread evenly and, if possible, lightly irrigate or water in to aid soil penetration."
Humate / Humic Acid (45–50%) Granules (2–4 mm) – Certified Organic,1kg,4.5kg,20kg,,513,,Soil Amendmenet,Granular,"Lawn/turf, gardens & ornamentals, vegetables, fruit trees & vines, cereals, broadacre crops",Grass,"Buffalo, Couch, Kikuyu, Zoysia",,,,,,,,,,,,,2kg,5kg,,,200kg,500kg,,,,,,,,,,Apply approximately every 3 months or as required.,https://www.plantdoctor.com.au/humate-humic-acid-45-50-granules-2-4mm-cert.-organ,"Humate granules improve soil structure, chelate nutrients, stimulate microbial activity, and support root growth. Suitable for all soil types and crops; work alongside fertilisers.","Do not dilute with water — broadcast spread or side dress into soil, then water in. Use with fertiliser or at planting, pre‑seeding and side dress."
Humate / Humic Acid (45–50%) Granules (2–4 mm) – Certified Organic,1kg,4.5kg,20kg,,513,,Soil Amendmenet,Granular,"Lawn/turf, gardens & ornamentals, vegetables, fruit trees & vines, cereals, broadacre crops",Home Garden,General,,,,,,,,,,,,,2kg,5kg,,,,,,,,,,,,,,Apply approximately every 3 months or as required.,https://www.plantdoctor.com.au/humate-humic-acid-45-50-granules-2-4mm-cert.-organ,"For individual pots can apply at roughly one handful per pot. Humate granules improve soil structure, chelate nutrients, stimulate microbial activity, and support root growth. Suitable for all soil types and crops; work alongside fertilisers.","Do not dilute with water — broadcast spread or side dress into soil, then water in. Use with fertiliser or at planting, pre‑seeding and side dress."
Humate / Humic Acid (45–50%) Granules (2–4 mm) – Certified Organic,1kg,4.5kg,20kg,,513,,Soil Amendmenet,Granular,"Lawn/turf, gardens & ornamentals, vegetables, fruit trees & vines, cereals, broadacre crops",Potting Mix,General,2.5-10%,,,,,20g,80g,,,,20kg,80kg,,,,,,,,,,,,,,,,Apply approximately every 3 months or as required.,https://www.plantdoctor.com.au/humate-humic-acid-45-50-granules-2-4mm-cert.-organ," Humate granules improve soil structure, chelate nutrients, stimulate microbial activity, and support root growth. Suitable for all soil types and crops; work alongside fertilisers.","Do not dilute with water — broadcast spread or side dress into soil, then water in. Use with fertiliser or at planting, pre‑seeding and side dress."
Humate / Humic Acid (45–50%) Granules (2–4 mm) – Certified Organic,1kg,4.5kg,20kg,,513,,Soil Amendmenet,Granular,"Lawn/turf, gardens & ornamentals, vegetables, fruit trees & vines, cereals, broadacre crops",Bedding Plants,Vegetables,,,,,,,,,,,,,1.25kg,3.75kg,,,125kg,375kg,,,,,,,,,,Apply approximately every 3 months or as required.,https://www.plantdoctor.com.au/humate-humic-acid-45-50-granules-2-4mm-cert.-organ," Humate granules improve soil structure, chelate nutrients, stimulate microbial activity, and support root growth. Suitable for all soil types and crops; work alongside fertilisers.","Do not dilute with water — broadcast spread or side dress into soil, then water in. Use with fertiliser or at planting, pre‑seeding and side dress."
Humate / Humic Acid (45–50%) Granules (2–4 mm) – Certified Organic,1kg,4.5kg,20kg,,513,,Soil Amendmenet,Granular,"Lawn/turf, gardens & ornamentals, vegetables, fruit trees & vines, cereals, broadacre crops",Trees,Fruit Trees (2nd Year),,,,,,,,,,,,,3.75kg,5kg,,,375kg,500kg,,,,,,,,,,Apply approximately every 3 months or as required.,https://www.plantdoctor.com.au/humate-humic-acid-45-50-granules-2-4mm-cert.-organ," Humate granules improve soil structure, chelate nutrients, stimulate microbial activity, and support root growth. Suitable for all soil types and crops; work alongside fertilisers.","Do not dilute with water — broadcast spread or side dress into soil, then water in. Use with fertiliser or at planting, pre‑seeding and side dress."
Humate / Humic Acid (45–50%) Granules (2–4 mm) – Certified Organic,1kg,4.5kg,20kg,,513,,Soil Amendmenet,Granular,"Lawn/turf, gardens & ornamentals, vegetables, fruit trees & vines, cereals, broadacre crops",Broadacre Crops,Cereals,,,,,,,,,,,,,2kg,3.75kg,,,200kg,375kg,,,,,,,,,,Apply approximately every 3 months or as required.,https://www.plantdoctor.com.au/humate-humic-acid-45-50-granules-2-4mm-cert.-organ," Humate granules improve soil structure, chelate nutrients, stimulate microbial activity, and support root growth. Suitable for all soil types and crops; work alongside fertilisers.","Do not dilute with water — broadcast spread or side dress into soil, then water in. Use with fertiliser or at planting, pre‑seeding and side dress."
Humate / Humic Acid (45–50%) Granules (2–4 mm) – Certified Organic,1kg,4.5kg,20kg,,513,,Soil Amendmenet,Granular,"Lawn/turf, gardens & ornamentals, vegetables, fruit trees & vines, cereals, broadacre crops",Broadacre Crops,General,,,,,,,,,,,,,2kg,5kg,,,200kg,500kg,,,,,,,,,,Apply approximately every 3 months or as required.,https://www.plantdoctor.com.au/humate-humic-acid-45-50-granules-2-4mm-cert.-organ," Humate granules improve soil structure, chelate nutrients, stimulate microbial activity, and support root growth. Suitable for all soil types and crops; work alongside fertilisers.","Do not dilute with water — broadcast spread or side dress into soil, then water in. Use with fertiliser or at planting, pre‑seeding and side dress."
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Potting Mix,Propogations and Plug Mixes,,,,,,,,,,,0.3kg,,,,,,,,,,,,,,,,,,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Potting Mix,General,,,,,,,,,,,0.75kg,,,,,,,,,,,,,,,,,,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Potting Mix,Coco Fibre Mixes,,,,,,,,,,,0.5kg,,,,,,,,,,,,,,,,,,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Potting Mix,Bark Mixes,,,,,,,,,,,0.75kg,,,,,,,,,,,,,,,,,,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Potting Mix,Peat Mixes,,,,,,,,,,,1kg,,,,,,,,,,,,,,,,,,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Potting Mix,Top Dress (Coco Fibre),,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Potting Mix,Top Dress (Other Mixes),,,,,,1g,,,,,,,,,,,,,,,,,,,,,,,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Grass,Greens & Tees,,,,,,,,,,,,,1.5kg,,,,,,,,,,,,,,,Apply every 1-2 months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Grass,"Buffalo, Couch, Kikuyu, Zoysia",,,,,,,,,,,,,1.5kg,,,,,,,,,,,,,,,Apply every 1-2 months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Grass,Fairways & Sports Fields,,,,,,,,,,,,,2kg,,,,,,,,,,,,,,,Apply every 2 - 3 months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Grass,Parks & Reserves,,,,,,,,,,,,,1.5kg,2kg,,,,,,,,,,,,,,Apply every 3 months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Grass,Garden Areas,,,,,,,,,,,,,1.5kg,2kg,,,,,,,,,,,,,,Apply every 3 - 6  months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Broadacre Crops,General,,,,,,,,,,,,,1.5kg,,,,,,,,,,,,,,,Apply every 1-2 months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Grass,Pasture,,,,,,,,,,,,,2kg,,,,,,,,,,,,,,,Apply every 2-3 Months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Bedding Plants,Vegetables,,,,,,,,,,,,,2kg,,,,,,,,,,,,,,,Apply every 2-3 Months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Trees,Fruit Trees (2nd Year),,,,,,,,,,,,,1.5kg,2kg,,,,,,,,,,,,,,Apply every 3 months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Bedding Plants,Natives,,,,,,,,,,,,,1.5kg,2kg,,,,,,,,,,,,,,Apply every 3 - 6 months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Specialised Applications,Beneficial Microbe Stimulation,,,,,,,,,,,,,1.5kg,,,,,,,,,,,,,,,Apply every 1-2 months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Specialised Applications,Sodium Management,,,,,,,,,,,,,2kg,,,,,,,,,,,,,,,Apply every 2-3 Months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
